trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 1.0}",20,0,-253.1370468514826,"{0: 7, 1: 2, 2: 5, 3: 2, 4: 4}",0
2,False,"{'a': 0.01, 'e': 0.9900498337491681}",35,0,-163.02759468980912,"{0: 19, 1: 3, 2: 11, 3: 1, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9801986733067553}",30,0,-133.7303581958567,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
4,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,0,-89.12914514458879,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,3,-39.26142093322178,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 0}",1
6,False,"{'a': 0.01, 'e': 0.951229424500714}",25,1,-106.10421956704691,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 1}",1
7,False,"{'a': 0.01, 'e': 0.9417645335842487}",30,9,-119.42253762378952,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 1}",1
8,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-59.83998004838048,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
9,False,"{'a': 0.01, 'e': 0.9231163463866358}",20,0,-141.39496648530977,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
10,False,"{'a': 0.01, 'e': 0.9139311852712282}",25,0,-90.90263091073435,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
11,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-55.06056866965682,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
12,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,4,-78.33261258225883,"{0: 7, 1: 1, 2: 8, 3: 0, 4: 0}",1
13,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-99.48373010516067,"{0: 9, 1: 6, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.8780954309205613}",25,0,-58.69161691787188,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
15,False,"{'a': 0.01, 'e': 0.8693582353988059}",30,0,-137.34415465597687,"{0: 16, 1: 6, 2: 6, 3: 1, 4: 1}",0
16,False,"{'a': 0.01, 'e': 0.8607079764250578}",25,0,-162.32192438659422,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
17,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,1,-109.11715794886915,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 3}",1
18,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-28.33798564932485,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
19,False,"{'a': 0.01, 'e': 0.835270211411272}",20,6,1.1854336299070485,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
20,False,"{'a': 0.01, 'e': 0.8269591339433623}",20,0,-106.25802722269925,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,4,-64.14145416163706,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
22,False,"{'a': 0.01, 'e': 0.8105842459701871}",20,0,-96.28074064693513,"{0: 11, 1: 5, 2: 1, 3: 2, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.8025187979624785}",25,0,-59.05503780371134,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.794533602503334}",25,0,-70.51307612935467,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.7866278610665535}",35,0,-69.76962186920942,"{0: 27, 1: 2, 2: 5, 3: 0, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7788007830714049}",25,0,-133.29849903813354,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
27,False,"{'a': 0.01, 'e': 0.7710515858035663}",20,0,-32.018390271669276,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.7633794943368531}",30,0,-91.82503752926165,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
29,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,0,-206.35135029374035,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
30,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-125.64451792777145,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
31,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,0,-97.33139070698789,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
32,False,"{'a': 0.01, 'e': 0.7334469562242892}",20,0,-56.86033226020402,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.7261490370736909}",25,12,-14.633906008145257,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
34,False,"{'a': 0.01, 'e': 0.7189237334319262}",25,0,-70.58559996579481,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.7117703227626097}",20,0,-108.70693391422415,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.7046880897187134}",20,0,-79.70789152711727,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
37,False,"{'a': 0.01, 'e': 0.697676326071031}",20,0,-68.30361878639458,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 0.01, 'e': 0.6907343306373547}",20,5,-63.711228550433674,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
39,False,"{'a': 0.01, 'e': 0.6838614092123558}",20,0,4.569617763912639,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
40,False,"{'a': 0.01, 'e': 0.6770568744981647}",20,0,-161.73508487697325,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
41,False,"{'a': 0.01, 'e': 0.6703200460356393}",20,0,-8.758857241523721,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6636502501363194}",20,0,-62.72171335572722,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",1
43,False,"{'a': 0.01, 'e': 0.6570468198150567}",20,2,-30.12314872527564,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
44,False,"{'a': 0.01, 'e': 0.6505090947233165}",20,0,-110.5134890509259,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.6440364210831414}",20,0,-49.86613205271749,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
46,False,"{'a': 0.01, 'e': 0.6376281516217733}",35,0,-142.9413347503683,"{0: 23, 1: 1, 2: 8, 3: 2, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.631283645506926}",20,0,-9.841182063511573,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
48,False,"{'a': 0.01, 'e': 0.6250022682827008}",30,7,-10.859461557447286,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
49,False,"{'a': 0.01, 'e': 0.6187833918061408}",25,8,-17.458851351997026,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
50,False,"{'a': 0.01, 'e': 0.6126263941844161}",30,0,-61.45745962975063,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.6065306597126334}",20,0,-101.58932887664453,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
52,False,"{'a': 0.01, 'e': 0.6004955788122659}",25,0,-33.69164487373824,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.5945205479701944}",25,16,-42.848276092670304,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
54,False,"{'a': 0.01, 'e': 0.5886049696783552}",20,0,-57.57649545836049,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.5827482523739896}",25,15,-28.018223876878373,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
56,False,"{'a': 0.01, 'e': 0.5769498103804866}",20,0,-101.07519172950904,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
57,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,0,-117.78534562074519,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.5655254386995371}",25,13,-23.139250158873065,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.559898366565402}",35,23,5.27805864302084,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.5543272847345071}",25,8,-103.23994081009049,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
61,False,"{'a': 0.01, 'e': 0.5488116360940265}",25,0,-43.89489842545731,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.5433508690744998}",20,3,-105.0116202886333,"{0: 10, 1: 0, 2: 4, 3: 2, 4: 1}",1
63,False,"{'a': 0.01, 'e': 0.5379444375946745}",20,14,-18.17779214392808,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 0}",1
64,False,"{'a': 0.01, 'e': 0.5325918010068972}",20,0,-96.10618037691869,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
65,False,"{'a': 0.01, 'e': 0.5272924240430485}",20,4,-21.797103487513834,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
66,False,"{'a': 0.01, 'e': 0.522045776761016}",25,9,-27.543360522366438,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
67,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,2,-54.99412850949492,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
68,False,"{'a': 0.01, 'e': 0.5117085777865424}",20,0,-28.443749146834747,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.5066169923655895}",25,2,-5.096443785356902,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.5015760690660555}",25,1,-120.02321265582665,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 2}",1
71,False,"{'a': 0.01, 'e': 0.49658530379140947}",20,1,0.8118490224136656,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.4916441974609651}",30,3,-32.00511623717101,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,0,-24.232911990177655,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.48190899009020244}",25,0,-16.864578662107107,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.4771139155210344}",35,22,-10.701411066419757,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.4723665527410147}",30,7,17.54767514179482,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,12,-62.65270710517883,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 1}",1
78,False,"{'a': 0.01, 'e': 0.46301306831122807}",30,0,-49.34149389276916,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.4584060113052235}",20,5,9.106232888823193,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.45384479528235583}",25,0,-46.31768714160317,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,11,-25.84673135350193,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
82,False,"{'a': 0.01, 'e': 0.4448580662229411}",20,0,-69.22884974066247,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",1
83,False,"{'a': 0.01, 'e': 0.44043165450599925}",20,5,-17.08940698697944,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,0,-23.004667777945027,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
85,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,2,9.718149001751655,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.4274149319487267}",25,11,-49.358455945703895,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
87,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,0,-48.5976660494906,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
88,False,"{'a': 0.01, 'e': 0.418951549247639}",25,0,13.122222128422182,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,0,25.52690307230391,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.01, 'e': 0.4106557527523455}",30,0,-28.86546453936977,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.4065696597405991}",30,20,-0.5120658215417642,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.40252422403363597}",30,0,-45.558156955725465,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 0}",0
93,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,14,9.987753141807818,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.01, 'e': 0.3945537103716011}",20,0,-37.486363380890715,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
95,False,"{'a': 0.01, 'e': 0.3906278353585211}",25,0,-45.66596421080234,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
96,False,"{'a': 0.01, 'e': 0.3867410234545012}",25,3,12.116695046727033,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.38289288597511206}",30,0,-40.07342297785072,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
98,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,9,-35.75680326534851,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
99,False,"{'a': 0.01, 'e': 0.37531109885139957}",25,8,-9.80997383749184,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.3715766910220457}",25,17,-45.99893931305148,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.36787944117144233}",20,5,-70.24498553362332,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
102,False,"{'a': 0.01, 'e': 0.3642189795715233}",25,0,-106.34432708883698,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.3605949401730783}",30,0,-19.902808562056315,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
104,False,"{'a': 0.01, 'e': 0.3570069605691474}",20,0,-30.012190486614724,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,13,17.237051701128784,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3499377491111553}",30,0,24.22449459225948,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.3464558103300574}",20,11,-5.362586827338335,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.34300851741870664}",30,8,32.094698669609706,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,8,25.872347378584607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.3362164937067333}",30,14,14.22709528903291,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.01, 'e': 0.33287108369807955}",25,0,-50.211235149426095,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
112,False,"{'a': 0.01, 'e': 0.32955896107518906}",30,0,9.486492039875728,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
113,False,"{'a': 0.01, 'e': 0.32627979462303947}",25,10,11.780001745203965,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.3230332564222529}",20,3,-41.52333472119807,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
115,False,"{'a': 0.01, 'e': 0.31981902181630384}",20,0,16.959626950669147,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
116,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,0,-3.9491637133587396,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.3134861808826053}",25,9,-30.617875979283212,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
118,False,"{'a': 0.01, 'e': 0.31036694126548503}",25,5,-24.95073261545273,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,3,-117.33089952230104,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 3}",1
120,False,"{'a': 0.01, 'e': 0.3042212640667041}",20,10,19.340812935278297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.30119421191220214}",25,10,-24.562494797079808,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
122,False,"{'a': 0.01, 'e': 0.2981972794298874}",20,12,4.618320416219253,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2952301669240142}",30,0,-83.45060269530354,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
124,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,8,-27.550319262358546,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,0,-47.54920982476617,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
126,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,0,-37.89444216332531,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
127,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,11,16.19365818018254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,1,-32.60758300974112,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,14,1.6517754252270445,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.27527078308975234}",25,0,4.708531963018029,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,13,5.983285905671164,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,0,-11.411545128703207,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,13,12.470669960865521,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,0,-25.266156442192116,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
135,False,"{'a': 0.01, 'e': 0.261845668580326}",25,0,-37.91309471897621,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2592402606458915}",25,13,5.021375042117575,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.2566607769535559}",30,3,-64.17494194124899,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 1}",1
138,False,"{'a': 0.01, 'e': 0.25410695955280027}",30,16,28.71418973525853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.25157855305975646}",25,17,14.322554900888113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24907530463166816}",30,24,10.483404415347092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.24659696394160643}",20,11,14.496585236686016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.2441432831534371}",25,0,-3.8956364854127283,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
143,False,"{'a': 0.01, 'e': 0.24171401689703645}",30,21,6.945614275825132,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23930892224375455}",25,0,8.65134429263272,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23692775868212176}",20,0,-16.945392160361234,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
146,False,"{'a': 0.01, 'e': 0.23457028809379765}",20,16,5.664144889199107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.23223627472975883}",25,16,16.59568736997469,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22992548518672384}",35,21,16.137134285734167,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22763768838381274}",30,5,-58.80926672969519,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",1
150,False,"{'a': 0.01, 'e': 0.22537265553943872}",25,1,-22.71866506083369,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 1}",1
151,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,1,20.010943741367438,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,0,-27.550356312916865,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
153,False,"{'a': 0.01, 'e': 0.21871188695221475}",25,12,0.8530146003661236,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,0,-62.52546012229763,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
155,False,"{'a': 0.01, 'e': 0.21438110142697794}",30,3,17.999390048813613,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,14,20.661014467722843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.21013607120076472}",25,12,12.355447093345786,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20804518235702046}",20,11,10.035333577860932,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20597509820488344}",30,19,-37.986660624638446,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,0,27.701747181995156,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.01, 'e': 0.20189651799465538}",20,0,-41.313164165887166,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
162,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,13,1.1027972272210167,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19789869908361465}",30,8,29.870851678445014,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,0,-10.640776264147643,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
165,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,7,24.06653512833938,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.19204990862075408}",25,8,6.316377977074644,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1901389801015205}",20,8,12.459257301931881,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,5,-28.912718526795405,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
169,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,16,6.884839032719592,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18451952399298926}",25,7,-28.24459116205935,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,12,15.199513213578511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,0,25.876145443093773,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
173,False,"{'a': 0.01, 'e': 0.17906614791149322}",20,0,22.248419126337208,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,5,-11.331193991177466,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17552040061699686}",25,0,27.550654057932977,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
176,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,0,29.173288447721728,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.01, 'e': 0.17204486382305054}",30,10,16.833384164157074,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,2,-13.19205353186115,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,20,7.92133347491283,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.1669601696670407}",25,6,-4.429202849855406,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16529888822158653}",30,10,-60.029115564275656,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
182,False,"{'a': 0.01, 'e': 0.16365413680270405}",25,5,-11.427096190546063,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,4,27.453166900406725,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.16041356777517274}",25,18,10.031423948372742,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
